job,dataset,problem,config,strategy,verdict,hypotheses,clausify_ms,search_ms,reconstruct_ms,check_ms,given,derived,peak_active,peak_passive,clauses,fresh_symbols,proof_steps,raw_size,shared_size,max_sequent,imports,uses_sorry,contaminated,detail
7426,starexec,CSR045+3.p,e3-time_baseline,balanced,REFUTED,8005,2981.837,4238.873,145.797,5582.294,5306,11024,5302,8006,8006,0,44064,1004693,103756,89,8006,false,false,
7426,starexec,CSR048+3.p,e3-time_baseline,balanced,REFUTED,8005,2804.305,47095.365,84.668,3681.490,29094,83500,28899,44435,8007,0,44043,1238212,103749,89,8006,false,false,
7426,starexec,CSR050+5.p,e3-time_baseline,balanced,HARD_TIMEOUT,540249,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,CSR052+3.p,e3-time_baseline,balanced,TIMEOUT,8005,2027.606,163963.667,,,53798,271910,49475,181820,8007,0,,,,,,,false,
7426,starexec,CSR054+3.p,e3-time_baseline,balanced,REFUTED,8005,3251.755,3813.338,153.552,5679.781,5183,10962,5179,8007,8007,0,44037,1438507,103741,89,8006,false,false,
7426,starexec,CSR056+3.p,e3-time_baseline,balanced,REFUTED,8005,3076.821,53472.764,141.550,5393.868,29056,83608,28551,44412,8007,0,44057,1238544,103754,89,8006,false,false,
7426,starexec,CSR058+3.p,e3-time_baseline,balanced,REFUTED,8005,3041.698,1335.593,142.375,5690.380,689,8015,689,8007,8007,0,44037,1438501,103742,89,8006,false,false,
7426,starexec,CSR066+5.p,e3-time_baseline,balanced,HARD_TIMEOUT,540249,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,CSR067+3.p,e3-time_baseline,balanced,REFUTED,8005,3325.852,10044.595,180.827,5742.206,11314,20399,11250,8007,8007,0,44041,1238170,103750,89,8006,false,false,
7426,starexec,CSR113+13.p,e3-time_baseline,balanced,TIMEOUT,10188,2087.614,164138.291,,,57048,274593,57010,217498,10593,79,,,,,,,false,
7426,starexec,CSR113+30.p,e3-time_baseline,balanced,TIMEOUT,10188,2514.830,163654.187,,,58038,360071,58022,301988,10559,79,,,,,,,false,
7426,starexec,CSR113+4.p,e3-time_baseline,balanced,TIMEOUT,10188,2025.707,164092.266,,,53998,327747,53983,273710,10564,79,,,,,,,false,
7426,starexec,CSR114+8.p,e3-time_baseline,balanced,TIMEOUT,10188,2195.680,163956.901,,,50253,308539,50238,258241,10478,79,,,,,,,false,
7426,starexec,CSR115+8.p,e3-time_baseline,balanced,TIMEOUT,10188,2071.954,164003.428,,,58484,285987,58477,227487,10631,79,,,,,,,false,
7426,starexec,CSR116+10.p,e3-time_baseline,balanced,TIMEOUT,10188,2150.905,163953.315,,,54052,334640,54040,280576,10739,79,,,,,,,false,
7426,starexec,CSR116+13.p,e3-time_baseline,balanced,REFUTED,10188,22489.524,17305.165,211.388,88448.425,13701,107063,13541,93354,10594,79,53838,134029576,54000,6739,10189,false,false,
7426,starexec,CSR116+19.p,e3-time_baseline,balanced,REFUTED,10188,28943.908,22449.864,176.656,85640.465,17855,144362,16353,126485,10671,79,53915,134412551,54325,7335,10189,false,false,
7426,starexec,CSR116+3.p,e3-time_baseline,balanced,TIMEOUT,10188,2093.678,163944.803,,,56649,277457,56541,220713,10689,79,,,,,,,false,
7426,starexec,CSR116+38.p,e3-time_baseline,balanced,TIMEOUT,10188,2131.097,163923.129,,,54093,335910,54090,281794,10654,79,,,,,,,false,
7426,starexec,CSR116+8.p,e3-time_baseline,balanced,TIMEOUT,10188,2213.599,163725.578,,,56593,285321,56578,228709,10748,79,,,,,,,false,
7426,starexec,CSR117+1.p,e3-time_baseline,balanced,REFUTED,268,897.329,1214.422,93.176,1773.664,856,1354,843,624,270,17,1632,440427,2138,563,269,false,false,
7426,starexec,CSR208+1.p,e3-time_baseline,balanced,HARD_TIMEOUT,7432,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,GEO085+1.p,e3-time_baseline,balanced,REFUTED,16,817.065,318.036,53.642,1777.810,65,126,61,58,56,17,684,329282,2900,1406,17,false,false,
7426,starexec,GEO087+1.p,e3-time_baseline,balanced,REFUTED,16,806.489,411.286,49.427,1972.620,105,245,102,124,56,19,691,336523,2894,1417,17,false,false,
7426,starexec,GEO089+1.p,e3-time_baseline,balanced,TIMEOUT,16,571.277,165235.086,,,19419,12528672,18800,12480454,57,19,,,,,,,false,
7426,starexec,GEO093+1.p,e3-time_baseline,balanced,REFUTED,16,1199.051,4638.153,97.310,2898.966,1363,97552,1327,95198,59,20,771,465317,3094,1585,17,false,false,
7426,starexec,GEO095+1.p,e3-time_baseline,balanced,TIMEOUT,16,605.384,165262.889,,,16244,12377974,13663,12313110,57,19,,,,,,,false,
7426,starexec,GEO111+1.p,e3-time_baseline,balanced,REFUTED,17,820.920,3193.513,52.574,1771.807,1274,122284,1234,120014,64,22,827,594367,3583,1819,18,false,false,
7426,starexec,GEO117+1.p,e3-time_baseline,balanced,REFUTED,27,1277.167,1177.656,44.466,5163.542,575,6687,474,5847,113,34,1255,1095974,5908,2245,28,false,false,
7426,starexec,GEO138+1.p,e3-time_baseline,balanced,TIMEOUT,27,719.700,165173.875,,,18521,13070206,17959,13030996,116,36,,,,,,,false,
7426,starexec,GEO260+1.p,e3-time_baseline,balanced,REFUTED,31,733.203,20891.979,101.759,1618.561,5401,1886051,4611,1873779,70,7,804,325407,2515,864,32,false,false,
7426,starexec,GEO274+1.p,e3-time_baseline,balanced,TIMEOUT,116,1747.864,164723.830,,,34088,2121069,34023,2079228,265,57,,,,,,,false,
7426,starexec,GEO277+1.p,e3-time_baseline,balanced,TIMEOUT,126,1765.654,164708.697,,,43547,863910,37975,807990,279,57,,,,,,,false,
7426,starexec,GEO282+1.p,e3-time_baseline,balanced,REFUTED,123,3171.960,1610.112,84.077,21507.234,1106,2528,1077,1358,284,55,4834,7157468,36079,13064,124,false,false,
7426,starexec,GEO285+1.p,e3-time_baseline,balanced,REFUTED,132,3485.536,2601.053,108.043,25619.986,1876,8354,1740,6314,298,56,4839,7395831,36348,13064,133,false,false,
7426,starexec,GEO298+1.p,e3-time_baseline,balanced,TIMEOUT,157,1819.203,164552.050,,,33873,2346474,33429,2300963,321,63,,,,,,,false,
7426,starexec,GEO306+1.p,e3-time_baseline,balanced,TIMEOUT,126,1672.572,164651.718,,,38518,1111976,38038,1061661,289,60,,,,,,,false,
7426,starexec,GEO307+1.p,e3-time_baseline,balanced,TIMEOUT,145,1714.509,164599.206,,,34387,1665539,34290,1619506,308,60,,,,,,,false,
7426,starexec,GEO308+1.p,e3-time_baseline,balanced,TIMEOUT,146,1746.979,164596.507,,,37853,1150751,37311,1102060,309,60,,,,,,,false,
7426,starexec,GEO310+1.p,e3-time_baseline,balanced,TIMEOUT,148,1518.579,164522.254,,,37659,1801446,37309,1749411,311,60,,,,,,,false,
7426,starexec,GEO321+1.p,e3-time_baseline,balanced,TIMEOUT,177,1638.823,164631.159,,,50780,1856963,48829,1791659,340,60,,,,,,,false,
7426,starexec,GEO323+1.p,e3-time_baseline,balanced,TIMEOUT,179,1755.054,164691.729,,,39686,2517737,38520,2464042,342,60,,,,,,,false,
7426,starexec,GEO328+1.p,e3-time_baseline,balanced,TIMEOUT,185,1646.289,164649.950,,,47694,809827,46948,748446,348,60,,,,,,,false,
7426,starexec,GEO330+1.p,e3-time_baseline,balanced,TIMEOUT,187,1648.373,164664.807,,,37160,3568648,35651,3518709,350,60,,,,,,,false,
7426,starexec,GEO331+1.p,e3-time_baseline,balanced,REFUTED,125,4497.161,2471.795,151.817,30188.402,1023,3609,987,2556,279,60,5297,7952486,40539,13064,126,false,false,
7426,starexec,GEO337+1.p,e3-time_baseline,balanced,TIMEOUT,129,1890.423,164599.677,,,39784,895297,39263,842081,283,60,,,,,,,false,
7426,starexec,GEO343+1.p,e3-time_baseline,balanced,TIMEOUT,124,1171.970,165134.241,,,46908,1554051,46761,1494083,292,61,,,,,,,false,
7426,starexec,GEO349+1.p,e3-time_baseline,balanced,TIMEOUT,130,1729.299,164658.206,,,44856,928762,44105,870142,302,66,,,,,,,false,
7426,starexec,GEO351+1.p,e3-time_baseline,balanced,TIMEOUT,136,1812.407,164171.315,,,37265,884163,36603,835285,311,69,,,,,,,false,
7426,starexec,GEO480+1.p,e3-time_baseline,balanced,HARD_TIMEOUT,3634,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,GEO491+1.p,e3-time_baseline,balanced,TIMEOUT,44,541.318,166819.129,,,24488,8291089,23353,8241261,75,6,,,,,,,false,
7426,starexec,GEO494+1.p,e3-time_baseline,balanced,REFUTED,66,597.626,27138.895,61.778,945.004,10342,2779074,9691,2758188,101,6,1011,264698,7237,675,67,false,false,
7426,starexec,GEO498+1.p,e3-time_baseline,balanced,REFUTED,109,981.510,390.688,67.267,1288.922,75,267,72,182,162,4,1331,237862,10578,618,110,false,false,
7426,starexec,GEO501+1.p,e3-time_baseline,balanced,TIMEOUT,122,728.937,168263.306,,,30197,14785865,28216,14719835,179,5,,,,,,,false,
7426,starexec,GEO504+1.p,e3-time_baseline,balanced,REFUTED,130,986.282,1552.020,92.740,1527.638,716,12977,677,11709,191,3,1625,217857,12823,791,131,false,false,
7426,starexec,GEO513+1.p,e3-time_baseline,balanced,TIMEOUT,172,1258.787,164610.112,,,29734,9190762,26601,9129192,265,5,,,,,,,false,
7426,starexec,GEO514+1.p,e3-time_baseline,balanced,TIMEOUT,173,940.467,164677.621,,,28742,11637976,26971,11574732,264,4,,,,,,,false,
7426,starexec,GEO517+1.p,e3-time_baseline,balanced,TIMEOUT,180,1040.405,164691.438,,,35331,9011327,34301,8937505,277,8,,,,,,,false,
7426,starexec,GEO520+1.p,e3-time_baseline,balanced,TIMEOUT,193,1010.429,164620.182,,,27417,8797877,26512,8745195,287,5,,,,,,,false,
7426,starexec,GEO523+1.p,e3-time_baseline,balanced,REFUTED,200,1293.338,156195.888,78.405,2002.437,23731,10174382,19220,10130402,294,4,2469,487025,22063,983,201,false,false,
7426,starexec,GEO526+1.p,e3-time_baseline,balanced,TIMEOUT,209,1031.525,164641.933,,,28883,8984643,27600,8922009,307,5,,,,,,,false,
7426,starexec,GEO528+1.p,e3-time_baseline,balanced,REFUTED,212,1429.116,48495.576,126.757,1952.755,12805,2694880,12042,2660253,307,4,2727,599856,23275,983,213,false,false,
7426,starexec,GEO535+1.p,e3-time_baseline,balanced,TIMEOUT,227,1061.156,164694.797,,,31509,12262259,29795,12195355,335,6,,,,,,,false,
7426,starexec,GRA005+1.p,e3-time_baseline,balanced,REFUTED,17,816.258,352.770,58.571,2718.759,94,140,93,78,83,21,844,566297,3819,2303,18,false,false,
7426,starexec,GRA008+1.p,e3-time_baseline,balanced,TIMEOUT,17,630.795,165133.527,,,61285,5532314,59411,5415202,83,20,,,,,,,false,
7426,starexec,GRP652+2.p,e3-time_baseline,balanced,HARD_TIMEOUT,5675,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,GRP654+1.p,e3-time_baseline,balanced,TIMEOUT,5,267.644,166214.898,,,491,2030098,370,2026652,6,1,,,,,,,false,
7426,starexec,GRP655+3.p,e3-time_baseline,balanced,TIMEOUT,5,290.643,167046.728,,,1090,3323954,742,3320402,6,2,,,,,,,false,
7426,starexec,GRP748+1.p,e3-time_baseline,balanced,TIMEOUT,11,402.122,165233.032,,,1603,5588910,1244,5583594,15,12,,,,,,,false,
7426,starexec,HWV051+1.p,e3-time_baseline,balanced,TIMEOUT,724,1011.738,164698.787,,,83080,446808,80044,308000,919,5,,,,,,,false,
7426,starexec,ITP002+2.p,e3-time_baseline,balanced,TIMEOUT,33,604.528,164999.191,,,25525,1124505,25395,1098627,58,9,,,,,,,false,
7426,starexec,ITP004+1.p,e3-time_baseline,balanced,TIMEOUT,30,501.221,167540.959,,,3341,10366690,3205,10347808,56,6,,,,,,,false,
7426,starexec,ITP004+4.p,e3-time_baseline,balanced,HARD_TIMEOUT,3173,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,ITP006+2.p,e3-time_baseline,balanced,TIMEOUT,51,880.687,165007.211,,,27870,13724058,21775,13671073,243,40,,,,,,,false,
7426,starexec,ITP006+4.p,e3-time_baseline,balanced,HARD_TIMEOUT,5652,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,ITP009+2.p,e3-time_baseline,balanced,TIMEOUT,36,644.511,165238.319,,,26836,2346983,26674,2313991,99,18,,,,,,,false,
7426,starexec,ITP012+4.p,e3-time_baseline,balanced,HARD_TIMEOUT,14071,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,ITP012+5.p,e3-time_baseline,balanced,HARD_TIMEOUT,10256,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,ITP013+1.p,e3-time_baseline,balanced,TIMEOUT,45,607.991,164885.871,,,1328,4098116,1289,4092446,108,8,,,,,,,false,
7426,starexec,ITP018+5.p,e3-time_baseline,balanced,HARD_TIMEOUT,16278,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,ITP020+2.p,e3-time_baseline,balanced,REFUTED,62,2032.173,6604.206,78.568,35097.456,3368,109907,2963,103309,293,55,2558,2950700,10988,2968,63,false,false,
7426,starexec,ITP020+4.p,e3-time_baseline,balanced,HARD_TIMEOUT,25152,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,ITP023+2.p,e3-time_baseline,balanced,TIMEOUT,58,701.843,164964.743,,,40756,7364408,36864,7295426,239,27,,,,,,,false,
7426,starexec,KLE100+1.p,e3-time_baseline,balanced,TIMEOUT,26,362.060,165336.591,,,3579,11062592,2929,11038522,29,3,,,,,,,false,
7426,starexec,KLE169+1.p,e3-time_baseline,balanced,TIMEOUT,17,317.288,165174.108,,,2746,11952075,2629,11919903,19,0,,,,,,,false,
7426,starexec,KLE170+1.002.p,e3-time_baseline,balanced,TIMEOUT,16,320.112,165310.101,,,2405,12517698,2289,12493288,18,0,,,,,,,false,
7426,starexec,KRS187+1.p,e3-time_baseline,balanced,REFUTED,32,1786.006,66391.950,41.577,10894.439,13223,9897406,12009,9861216,129,74,2138,2391295,6027,2717,33,false,false,
7426,starexec,KRS190+1.p,e3-time_baseline,balanced,REFUTED,32,1827.140,71995.498,38.025,12603.409,12523,9368628,11333,9333644,129,74,2138,2391295,6027,2717,33,false,false,
7426,starexec,KRS192+1.p,e3-time_baseline,balanced,TIMEOUT,32,793.118,165069.218,,,25093,24053827,23283,23977759,129,74,,,,,,,false,
7426,starexec,KRS195+1.p,e3-time_baseline,balanced,REFUTED,32,1439.832,78876.668,42.389,7186.030,13657,10307985,12426,10270949,129,74,2138,2391295,6028,2717,33,false,false,
7426,starexec,KRS196+1.p,e3-time_baseline,balanced,REFUTED,32,1711.335,71523.508,36.818,13064.419,12685,9450237,11494,9415041,129,74,2138,2391295,6026,2717,33,false,false,
7426,starexec,KRS216+1.p,e3-time_baseline,balanced,REFUTED,32,5527.435,100333.405,57.263,11115.719,16681,14203066,15062,14155664,129,74,2227,2590026,6129,2717,33,false,false,
7426,starexec,KRS233+1.p,e3-time_baseline,balanced,HARD_TIMEOUT,32,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,KRS234+1.p,e3-time_baseline,balanced,REFUTED,32,1725.609,48903.495,52.554,11932.686,10635,8184479,9808,8153028,129,74,2165,2451610,6054,2717,33,false,false,
7426,starexec,KRS251+1.p,e3-time_baseline,balanced,HARD_TIMEOUT,32,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,KRS261+1.p,e3-time_baseline,balanced,TIMEOUT,32,854.899,164974.904,,,22729,22174785,20752,22113691,129,74,,,,,,,false,
7426,starexec,KRS262+1.p,e3-time_baseline,balanced,REFUTED,32,1633.230,8496.985,37.008,10145.905,2888,959144,2844,952758,129,74,2143,2402369,6026,2717,33,false,false,
7426,starexec,LAT258+1.p,e3-time_baseline,balanced,TIMEOUT,17,339.659,165117.363,,,32193,18805658,29735,18692178,23,1,,,,,,,false,
7426,starexec,LAT287+3.p,e3-time_baseline,balanced,HARD_TIMEOUT,12371,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,LAT303+4.p,e3-time_baseline,balanced,HARD_TIMEOUT,34684,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,LAT305+3.p,e3-time_baseline,balanced,HARD_TIMEOUT,13616,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,LAT351+3.p,e3-time_baseline,balanced,HARD_TIMEOUT,17808,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,LCL062+2.p,e3-time_baseline,balanced,TIMEOUT,2,289.828,165235.510,,,11437,11482011,10656,11405155,3,0,,,,,,,false,
7426,starexec,LCL073+1.p,e3-time_baseline,balanced,TIMEOUT,2,196.151,165458.269,,,10596,21543239,9716,21176212,3,3,,,,,,,false,
7426,starexec,LCL109+1.p,e3-time_baseline,balanced,HARD_TIMEOUT,5,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,LCL368+1.p,e3-time_baseline,balanced,REFUTED,4,306.165,19536.576,80.076,166.400,3993,1560678,3726,1549562,5,0,164,9316,420,103,5,false,false,
7426,starexec,LCL368+2.p,e3-time_baseline,balanced,REFUTED,2,365.926,106357.756,93.806,212.936,8841,7431462,8103,7370188,3,0,127,15446,1067,971,3,false,false,
7426,starexec,LCL369+1.p,e3-time_baseline,balanced,TIMEOUT,4,233.455,166054.839,,,12352,12614301,11606,12574825,5,0,,,,,,,false,
7426,starexec,LCL369+2.p,e3-time_baseline,balanced,TIMEOUT,2,279.366,165180.001,,,11765,11723200,10807,11644808,3,0,,,,,,,false,
7426,starexec,LCL370+1.p,e3-time_baseline,balanced,REFUTED,4,327.629,132763.795,99.171,173.446,10963,9832315,10585,9798171,5,0,228,11265,534,91,5,false,false,
7426,starexec,LCL372+2.p,e3-time_baseline,balanced,TIMEOUT,2,277.650,165187.943,,,11252,11370534,10326,11286508,3,0,,,,,,,false,
7426,starexec,LCL373+2.p,e3-time_baseline,balanced,TIMEOUT,2,280.308,165925.549,,,11215,11388150,10329,11304088,3,0,,,,,,,false,
7426,starexec,LCL374+1.p,e3-time_baseline,balanced,REFUTED,4,332.419,155182.775,113.330,196.666,12444,12827939,11707,12788455,5,0,243,14134,564,103,5,false,false,
7426,starexec,LCL375+1.p,e3-time_baseline,balanced,TIMEOUT,4,239.591,165269.980,,,12657,13481479,12050,13440795,5,0,,,,,,,false,
7426,starexec,LCL382+1.p,e3-time_baseline,balanced,REFUTED,4,331.852,115629.958,98.140,187.859,11009,9924925,10644,9890761,5,0,198,9699,485,92,5,false,false,
7426,starexec,LCL382+2.p,e3-time_baseline,balanced,TIMEOUT,2,286.894,165232.810,,,11143,11314876,10394,11230590,3,0,,,,,,,false,
7426,starexec,LCL383+1.p,e3-time_baseline,balanced,REFUTED,4,299.852,147056.393,71.258,118.464,11767,11391418,11305,11354234,5,0,218,12624,515,103,5,false,false,
7426,starexec,LCL390+2.p,e3-time_baseline,balanced,TIMEOUT,2,278.374,165241.939,,,11432,11686025,10500,11601291,3,0,,,,,,,false,
7426,starexec,LCL391+2.p,e3-time_baseline,balanced,TIMEOUT,2,277.100,165236.189,,,11328,11585605,10584,11500877,3,0,,,,,,,false,
7426,starexec,LCL392+2.p,e3-time_baseline,balanced,TIMEOUT,2,337.541,165118.149,,,11421,11599818,10483,11515322,3,0,,,,,,,false,
7426,starexec,LCL393+1.p,e3-time_baseline,balanced,TIMEOUT,4,217.096,165267.062,,,12242,12589536,11768,12551078,5,0,,,,,,,false,
7426,starexec,LCL393+2.p,e3-time_baseline,balanced,TIMEOUT,2,257.058,165272.547,,,11566,11431302,10593,11353672,3,0,,,,,,,false,
7426,starexec,LCL395+1.p,e3-time_baseline,balanced,TIMEOUT,4,204.211,165383.212,,,13063,13667495,12492,13625185,5,0,,,,,,,false,
7426,starexec,LCL395+2.p,e3-time_baseline,balanced,TIMEOUT,2,257.289,165288.950,,,11675,11718088,10806,11639584,3,0,,,,,,,false,
7426,starexec,LCL484+1.p,e3-time_baseline,balanced,REFUTED,44,1194.722,467.279,46.009,5420.654,119,264,108,138,74,55,1400,1190894,2945,1818,45,false,false,
7426,starexec,LCL556+1.p,e3-time_baseline,balanced,TIMEOUT,76,748.764,165049.285,,,27787,13597825,22141,13516457,135,94,,,,,,,false,
7426,starexec,LCL638+1.020.p,e3-time_baseline,balanced,HARD_TIMEOUT,0,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,LCL646+1.010.p,e3-time_baseline,balanced,HARD_TIMEOUT,0,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,LCL646+1.015.p,e3-time_baseline,balanced,HARD_TIMEOUT,0,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,LCL648+1.010.p,e3-time_baseline,balanced,HARD_TIMEOUT,0,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,LCL650+1.010.p,e3-time_baseline,balanced,TIMEOUT,0,1199.126,165310.578,,,7071,119017,6964,111899,220,126,,,,,,,false,
7426,starexec,LCL652+1.010.p,e3-time_baseline,balanced,TIMEOUT,0,1628.807,164999.046,,,97047,9753951,92506,9647998,181,110,,,,,,,false,
7426,starexec,LCL662+1.020.p,e3-time_baseline,balanced,HARD_TIMEOUT,1,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,LCL664+1.010.p,e3-time_baseline,balanced,TIMEOUT,1,4128.832,164673.282,,,68139,15678352,36177,15588889,295,146,,,,,,,false,
7426,starexec,LCL666+1.010.p,e3-time_baseline,balanced,HARD_TIMEOUT,1,0.000,,,,,,,,,,,,,,,,false,
7426,starexec,LCL688+1.001.p,e3-time_baseline,balanced,REFUTED,2,783.317,12572.245,46.029,2040.105,11460,503738,10834,480244,28,16,537,512586,1711,5041,3,false,false,
7426,starexec,LCL688+1.015.p,e3-time_baseline,balanced,TIMEOUT,2,2277.581,164717.448,,,35147,26439604,25988,26380860,294,184,,,,,,,false,
7426,starexec,LCL891+1.p,e3-time_baseline,balanced,TIMEOUT,12,339.026,165771.732,,,2239,9036106,2061,9027470,16,3,,,,,,,false,
7426,starexec,LCL898+1.p,e3-time_baseline,balanced,TIMEOUT,14,408.396,167308.077,,,6484,13855602,6240,13826034,16,2,,,,,,,false,
7426,starexec,LCL901+1.p,e3-time_baseline,balanced,REFUTED,14,379.075,112264.273,54.116,204.477,2349,10470272,2227,10444321,16,1,297,18039,750,211,15,false,false,
7426,starexec,LCL978+1.p,e3-time_baseline,balanced,TIMEOUT,2,280.761,165257.496,,,8495,14912943,7900,14831357,3,3,,,,,,,false,
7426,starexec,LCL979+1.p,e3-time_baseline,balanced,TIMEOUT,2,302.521,165222.242,,,5957,4246584,4477,4208226,3,3,,,,,,,false,
7426,starexec,LCL982+1.p,e3-time_baseline,balanced,REFUTED,2,404.911,226.109,50.514,312.532,24,67,23,41,3,3,108,16086,409,273,3,false,false,
7426,starexec,LCL983+1.p,e3-time_baseline,balanced,TIMEOUT,2,314.394,165227.394,,,8879,13954800,8397,13739684,3,3,,,,,,,false,
7426,starexec,MGT005+1.p,e3-time_baseline,balanced,REFUTED,10,1001.490,6015.075,112.643,3569.710,2913,73226,2638,64813,29,13,504,1045080,3189,5235,11,false,false,
7426,starexec,MGT035+2.p,e3-time_baseline,balanced,TIMEOUT,19,405.790,165175.070,,,19243,13527318,18731,13492746,43,5,,,,,,,false,
7426,starexec,MGT067+1.p,e3-time_baseline,balanced,REFUTED,157,934.680,703.793,47.608,1262.570,778,1201,754,391,177,3,1294,364246,8387,680,158,false,false,
7426,starexec,MGT068+1.p,e3-time_baseline,balanced,REFUTED,59,758.617,6223.421,97.413,805.625,1654,410471,1626,404847,85,4,751,151705,3348,459,60,false,false,
7426,starexec,MGT076+1.p,e3-time_baseline,balanced,REFUTED,34,592.003,310.240,34.431,675.914,54,110,46,54,54,4,422,60214,1887,383,35,false,false,
7426,starexec,MGT077+1.p,e3-time_baseline,balanced,REFUTED,44,643.793,330.986,32.907,811.359,72,190,70,110,64,4,475,76399,2032,414,45,false,false,
7426,starexec,MGT078+1.p,e3-time_baseline,balanced,REFUTED,56,420.533,313.738,27.848,561.384,180,644,180,430,80,6,539,140184,2018,619,57,false,false,
7426,starexec,MGT079+1.p,e3-time_baseline,balanced,REFUTED,56,636.805,515.120,63.093,791.706,167,617,149,413,77,3,536,89966,2014,413,57,false,false,
