dataset,problem,config,strategy,verdict,hypotheses,clausify_ms,search_ms,reconstruct_ms,check_ms,given,derived,peak_active,peak_passive,clauses,fresh_symbols,proof_steps,raw_size,shared_size,max_sequent,imports,uses_sorry,contaminated,detail
casc-j13-fof,Problems/KRS/KRS187+1.p,deconstruct,,CLAUSIFIED,32,352.237,,0.000,2062.325,,,,,129,74,2120,2348881,5982,2717,33,true,false,
casc-j13-fof,Problems/KRS/KRS190+1.p,deconstruct,,CLAUSIFIED,32,379.893,,0.000,2009.124,,,,,129,74,2120,2348881,5982,2717,33,true,false,
casc-j13-fof,Problems/KRS/KRS192+1.p,deconstruct,,CLAUSIFIED,32,348.470,,0.000,2095.928,,,,,129,74,2120,2348881,5982,2717,33,true,false,
casc-j13-fof,Problems/KRS/KRS195+1.p,deconstruct,,CLAUSIFIED,32,378.849,,0.000,2022.159,,,,,129,74,2120,2348881,5982,2717,33,true,false,
casc-j13-fof,Problems/KRS/KRS196+1.p,deconstruct,,CLAUSIFIED,32,406.055,,0.000,2034.946,,,,,129,74,2120,2348881,5982,2717,33,true,false,
casc-j13-fof,Problems/KRS/KRS216+1.p,deconstruct,,CLAUSIFIED,32,363.397,,0.000,2116.529,,,,,129,74,2120,2348881,5982,2717,33,true,false,
casc-j13-fof,Problems/KRS/KRS233+1.p,deconstruct,,CLAUSIFIED,32,347.636,,0.000,2275.058,,,,,129,74,2120,2348881,5982,2717,33,true,false,
casc-j13-fof,Problems/KRS/KRS234+1.p,deconstruct,,CLAUSIFIED,32,366.369,,0.000,2058.682,,,,,129,74,2120,2348881,5982,2717,33,true,false,
casc-j13-fof,Problems/KRS/KRS251+1.p,deconstruct,,CLAUSIFIED,32,364.545,,0.000,2184.171,,,,,129,74,2120,2348881,5982,2717,33,true,false,
casc-j13-fof,Problems/KRS/KRS261+1.p,deconstruct,,CLAUSIFIED,32,388.127,,0.000,2185.342,,,,,129,74,2120,2348881,5982,2717,33,true,false,
casc-j13-fof,Problems/KRS/KRS262+1.p,deconstruct,,CLAUSIFIED,32,374.334,,0.000,2202.111,,,,,129,74,2120,2348881,5982,2717,33,true,false,
casc-j13-fof,Problems/LAT/LAT258+1.p,deconstruct,,CLAUSIFIED,17,115.323,,0.000,74.140,,,,,23,1,196,10381,1147,154,18,true,false,
casc-j13-fof,Problems/LAT/LAT287+3.p,deconstruct,,SKIPPED,12371,0.000,,,,,,,,,,,,,,,,false,|F|=768548 > 50000
casc-j13-fof,Problems/LAT/LAT303+4.p,deconstruct,,SKIPPED,34684,0.000,,,,,,,,,,,,,,,,false,|F|=2662174 > 50000
casc-j13-fof,Problems/LAT/LAT305+3.p,deconstruct,,SKIPPED,13616,0.000,,,,,,,,,,,,,,,,false,|F|=867340 > 50000
casc-j13-fof,Problems/LAT/LAT351+3.p,deconstruct,,SKIPPED,17808,0.000,,,,,,,,,,,,,,,,false,|F|=1267847 > 50000
casc-j13-fof,Problems/LCL/LCL062+2.p,deconstruct,,CLAUSIFIED,2,95.735,,0.000,34.583,,,,,3,0,45,5959,624,267,3,true,false,
casc-j13-fof,Problems/LCL/LCL073+1.p,deconstruct,,CLAUSIFIED,2,107.156,,0.000,52.987,,,,,3,3,81,10816,279,273,3,true,false,
casc-j13-fof,Problems/LCL/LCL109+1.p,deconstruct,,CLAUSIFIED,5,89.509,,0.000,27.028,,,,,6,0,57,2352,206,57,6,true,false,
casc-j13-fof,Problems/LCL/LCL368+1.p,deconstruct,,CLAUSIFIED,4,91.076,,0.000,24.843,,,,,5,0,48,2183,165,66,5,true,false,
casc-j13-fof,Problems/LCL/LCL368+2.p,deconstruct,,CLAUSIFIED,2,94.861,,0.000,37.506,,,,,3,0,45,5785,620,267,3,true,false,
casc-j13-fof,Problems/LCL/LCL369+1.p,deconstruct,,CLAUSIFIED,4,89.825,,0.000,24.893,,,,,5,0,48,2183,166,66,5,true,false,
casc-j13-fof,Problems/LCL/LCL369+2.p,deconstruct,,CLAUSIFIED,2,95.667,,0.000,36.015,,,,,3,0,45,5785,621,267,3,true,false,
casc-j13-fof,Problems/LCL/LCL370+1.p,deconstruct,,CLAUSIFIED,4,88.845,,0.000,26.964,,,,,5,0,48,1871,162,57,5,true,false,
casc-j13-fof,Problems/LCL/LCL372+2.p,deconstruct,,CLAUSIFIED,2,117.750,,0.000,39.150,,,,,3,0,45,5785,622,267,3,true,false,
casc-j13-fof,Problems/LCL/LCL373+2.p,deconstruct,,CLAUSIFIED,2,102.932,,0.000,34.306,,,,,3,0,45,5553,616,267,3,true,false,
casc-j13-fof,Problems/LCL/LCL374+1.p,deconstruct,,CLAUSIFIED,4,87.951,,0.000,25.762,,,,,5,0,48,2183,166,66,5,true,false,
casc-j13-fof,Problems/LCL/LCL375+1.p,deconstruct,,CLAUSIFIED,4,93.009,,0.000,27.375,,,,,5,0,48,2183,166,66,5,true,false,
casc-j13-fof,Problems/LCL/LCL382+1.p,deconstruct,,CLAUSIFIED,4,90.355,,0.000,25.930,,,,,5,0,48,1871,160,57,5,true,false,
casc-j13-fof,Problems/LCL/LCL382+2.p,deconstruct,,CLAUSIFIED,2,97.738,,0.000,37.659,,,,,3,0,45,5553,615,267,3,true,false,
casc-j13-fof,Problems/LCL/LCL383+1.p,deconstruct,,CLAUSIFIED,4,85.998,,0.000,24.935,,,,,5,0,48,2183,164,66,5,true,false,
casc-j13-fof,Problems/LCL/LCL390+2.p,deconstruct,,CLAUSIFIED,2,95.027,,0.000,35.091,,,,,3,0,45,5495,615,267,3,true,false,
casc-j13-fof,Problems/LCL/LCL391+2.p,deconstruct,,CLAUSIFIED,2,94.617,,0.000,33.779,,,,,3,0,45,5553,615,267,3,true,false,
casc-j13-fof,Problems/LCL/LCL392+2.p,deconstruct,,CLAUSIFIED,2,93.851,,0.000,32.877,,,,,3,0,45,5727,620,267,3,true,false,
casc-j13-fof,Problems/LCL/LCL393+1.p,deconstruct,,CLAUSIFIED,4,87.954,,0.000,24.372,,,,,5,0,48,2105,165,63,5,true,false,
