dataset,problem,config,strategy,verdict,hypotheses,clausify_ms,search_ms,reconstruct_ms,check_ms,given,derived,peak_active,peak_passive,clauses,fresh_symbols,proof_steps,raw_size,shared_size,max_sequent,imports,uses_sorry,contaminated,detail
casc-j13-fof,Problems/SWB/SWB103+1.p,rewrite,,HARD_TIMEOUT,,0.000,,,,,,,,,,,,,,,,false,
casc-j13-fof,Problems/SWC/SWC012+1.p,rewrite,,CLAUSIFIED,95,610.845,,0.000,4491.933,,,,,220,62,3281,9838442,13501,5088,100,true,false,
casc-j13-fof,Problems/SWV/SWV014+1.p,rewrite,,CLAUSIFIED,28,119.671,,0.000,81.432,,,,,38,0,308,22036,1491,245,33,true,false,
casc-j13-fof,Problems/SWV/SWV041+1.p,rewrite,,CLAUSIFIED,99,410.472,,0.000,1807.581,,,,,178,42,2063,3733909,7688,3721,104,true,false,
casc-j13-fof,Problems/SWV/SWV114+1.p,rewrite,,CLAUSIFIED,101,586.970,,0.000,4150.653,,,,,199,52,2349,5976948,8698,5144,106,true,false,
casc-j13-fof,Problems/SWV/SWV202+1.p,rewrite,,CLAUSIFIED,91,555.142,,0.000,4167.171,,,,,203,42,2454,6364472,10989,5620,96,true,false,
casc-j13-fof,Problems/SWV/SWV203+1.p,rewrite,,CLAUSIFIED,91,636.862,,0.000,4556.055,,,,,203,42,2454,6364472,10989,5620,96,true,false,
casc-j13-fof,Problems/SWV/SWV234+1.p,rewrite,,CLAUSIFIED,25,116.299,,0.000,64.503,,,,,26,0,250,13961,996,183,30,true,false,
casc-j13-fof,Problems/SWV/SWV234+2.p,rewrite,,CLAUSIFIED,21,119.118,,0.000,61.306,,,,,22,0,197,7258,564,117,26,true,false,
casc-j13-fof,Problems/SWV/SWV390+1.p,rewrite,,CLAUSIFIED,42,195.413,,0.000,206.528,,,,,55,6,758,143845,2792,482,47,true,false,
casc-j13-fof,Problems/SWV/SWV406+1.p,rewrite,,CLAUSIFIED,41,252.592,,0.000,469.699,,,,,59,9,830,509033,3149,4101,46,true,false,
casc-j13-fof,Problems/SWV/SWV452+1.p,rewrite,,CLAUSIFIED,66,508.014,,0.000,2222.885,,,,,130,13,1544,4902825,5244,20821,71,true,false,
casc-j13-fof,Problems/SWV/SWV453+1.p,rewrite,,CLAUSIFIED,66,418.884,,0.000,2045.031,,,,,130,13,1544,4899009,5241,20821,71,true,false,
